origin,car_model,mileage,exterior_color,num_of_doors,seating_capacity,transmission,engine_type,engine_capacity,drive_type,fuel_consumption,brand,grade,year_of_manufacture,price
1,0.8333333333333333,8.847331632323252e-06,0.0,0.75,0.10638297872340426,1,0.0,0.20909090909090908,0.5,0.05,0.9166666666666666,0.189010989010989,0.5294117647058824,435.0
0,0.8333333333333333,8.847331632323252e-06,0.0,0.75,0.10638297872340426,1,0.0,0.17272727272727273,1.0,0.05,1.0,0.5208791208791209,0.9117647058823529,630.0
1,0.6666666666666666,3.4924363733699715e-05,0.0,1.0,0.10638297872340426,0,0.0,0.2636363636363636,0.0,0.05,0.75,0.6175824175824176,0.5,190.0
1,0.8333333333333333,1.5133759013905078e-05,0.0,0.75,0.10638297872340426,1,0.0,0.17272727272727273,1.0,0.05,0.0,0.046153846153846156,0.7352941176470589,980.0
0,0.8333333333333333,3.620493227439231e-05,0.0,0.75,0.10638297872340426,0,0.0,0.20909090909090908,0.5,0.05,0.9166666666666666,0.189010989010989,0.47058823529411764,225.0
1,0.6666666666666666,9.310897444053971e-07,0.9960938093718177,1.0,0.14893617021276595,1,0.0,0.17272727272727273,0.25,0.05,0.8333333333333333,0.2725274725274725,0.9411764705882353,3180.0
0,0.8333333333333333,8.847331632323252e-06,0.0,0.75,0.10638297872340426,1,0.0,0.17272727272727273,1.0,0.05,0.6666666666666666,0.2813186813186813,0.9411764705882353,2499.0
1,0.6666666666666666,2.3282831545585222e-05,0.0,1.0,0.10638297872340426,1,0.0,0.4454545454545455,0.25,0.05,0.8333333333333333,0.6989010989010989,0.5882352941176471,990.0
1,0.8333333333333333,1.6530742876478817e-05,1.0,0.75,0.10638297872340426,1,0.0,0.17272727272727273,0.5,0.05,0.8333333333333333,0.0945054945054945,0.7058823529411765,770.0
1,0.6666666666666666,3.957888113315165e-06,1.0,1.0,0.0851063829787234,1,0.0,0.5090909090909091,0.25,0.05,0.5,0.49230769230769234,0.9117647058823529,10900.0
0,0.8333333333333333,8.847331632323252e-06,0.0,0.75,0.10638297872340426,1,0.0,0.4181818181818182,1.0,0.05,0.6666666666666666,0.7274725274725274,0.7647058823529411,2650.0
0,0.8333333333333333,6.6524371535761455e-06,0.0,0.75,0.10638297872340426,1,0.0,0.2636363636363636,1.0,0.05,0.6666666666666666,0.7274725274725274,0.7647058823529411,250.0
1,0.8333333333333333,8.847331632323252e-06,0.0,1.0,0.0851063829787234,1,0.0,0.3181818181818182,1.0,0.6,0.8333333333333333,0.6241758241758242,0.6470588235294118,1580.0
1,0.6666666666666666,2.9334332807610898e-06,1.0,1.0,0.10638297872340426,1,0.0,0.2636363636363636,0.25,0.05,0.8333333333333333,0.6989010989010989,0.9411764705882353,8890.0
1,0.6666666666666666,6.519025194700353e-06,0.9960938093718177,1.0,0.10638297872340426,1,0.0,0.17272727272727273,0.25,0.05,0.5,0.6945054945054945,0.8235294117647058,2399.0
0,0.8333333333333333,3.5855686308748874e-05,0.0,0.75,0.10638297872340426,0,0.0,0.15454545454545454,0.5,0.05,0.9166666666666666,0.24175824175824176,0.5588235294117647,305.0
0,0.8333333333333333,1.9324710601626295e-05,1.0,0.75,0.10638297872340426,1,0.0,0.15454545454545454,1.0,0.35,0.6666666666666666,0.15824175824175823,0.7352941176470589,545.0
1,0.6666666666666666,1.8626218670339425e-05,0.7529411764705882,1.0,0.14893617021276595,1,0.0,0.20909090909090908,0.5,0.05,0.3333333333333333,0.7538461538461538,0.7058823529411765,575.0
0,0.8333333333333333,4.423758948419131e-05,0.0,0.75,0.10638297872340426,1,0.0,0.21818181818181817,0.5,0.5,0.16666666666666666,0.5648351648351648,0.4411764705882353,195.0
1,0.8333333333333333,2.793944442083102e-05,0.0,0.75,0.10638297872340426,1,0.0,0.49090909090909096,1.0,0.05,0.6666666666666666,0.7274725274725274,0.5882352941176471,730.0
0,0.8333333333333333,4.1886232812835943e-07,0.0,0.75,0.10638297872340426,1,0.0,0.15454545454545454,0.5,0.05,0.9166666666666666,0.24175824175824176,0.9411764705882353,760.0
1,0.6666666666666666,1.8160557382814846e-05,1.0,0.75,0.10638297872340426,1,0.0,0.4272727272727273,0.25,0.05,0.8333333333333333,0.2043956043956044,0.5882352941176471,680.0
1,0.5,1.280545257628218e-05,0.9960938093718177,0.75,0.10638297872340426,1,0.6666666666666666,0.24545454545454543,0.0,0.05,0.08333333333333333,0.22857142857142856,0.8529411764705882,535.0
1,0.6666666666666666,3.4922268257905854e-06,0.0,1.0,0.1702127659574468,1,0.0,0.4090909090909091,0.25,0.6,0.9166666666666666,0.5032967032967033,0.9117647058823529,4920.0
